id,type,notifiable_type,notifiable_id,data,read_at,created_at,updated_at
46087b6c-7cf5-4852-8460-49d601340971,Labs\Contact\Notifications\ProjectContactInvitationNotification,App\User,78,b'U\xcc1\x0e\xc20\x0c\x85\xe1\xabX>\x00R) \xe4N\xa5C7`et\x1b\x0b\x02QR\xc5\x0e\x0b\xe2\xee\xb4B\x0clO\xbf\xf4\xbe\x13\xed\t\xd5\\\x17X\x15\xa9\xa6\x97\xd2\x860\xf8\xf8\xc0\xe6\xd8(U\x15\xa1\x13\x1d\xb3\x9f\xcc\xa7\x88s\xda\xcd\xe9\x92\n\xdc\xf8)0\x88D`\xe7\xc4\x81%\xe89\xf3U\xe0P|p0\xe5t\x97\xd1\x80\x15\x18\xba\x14-\xfb\xa1X\xca\xab\x05\xd9\x12\x9a\xb7 \xcb\xae\xd7\x84\xed\x8fh\xe1\xfc\xfd\xd1\x9f\x86\xcd\xfb\x03',,2024-01-17 04:23:39,2024-01-17 04:23:39
