id,project_id,type,data,created_at,updated_at
770,82,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-04-26 04:31:35,2022-04-26 04:31:35
771,82,constraint_status_updated,"{""status"":""yellow"",""constraint"":""schedule""}",2022-04-26 04:31:40,2022-04-26 04:31:40
772,82,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-04-26 04:31:46,2022-04-26 04:31:46
773,73,delivery_phase_updated,"{""phase"":""execution""}",2022-04-26 04:33:24,2022-04-26 04:33:24
774,73,start_date_updated,,2022-04-26 04:33:43,2022-04-26 04:33:43
775,99,project_created,,2022-04-29 05:45:00,2022-04-29 05:45:00
776,99,overall_status_updated,"{""status"":""green""}",2022-04-29 05:45:00,2022-04-29 05:45:00
777,99,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-04-29 05:45:00,2022-04-29 05:45:00
778,99,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-04-29 05:45:00,2022-04-29 05:45:00
779,99,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-04-29 05:45:00,2022-04-29 05:45:00
780,73,project_mode_updated,"{""mode"":""complete""}",2022-05-02 05:22:18,2022-05-02 05:22:18
781,73,project_mode_updated,"{""mode"":""closed""}",2022-05-10 05:33:34,2022-05-10 05:33:34
782,100,project_created,,2022-05-11 05:00:10,2022-05-11 05:00:10
783,100,overall_status_updated,"{""status"":""green""}",2022-05-11 05:00:10,2022-05-11 05:00:10
784,100,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-05-11 05:00:10,2022-05-11 05:00:10
785,100,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-05-11 05:00:10,2022-05-11 05:00:10
786,100,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-05-11 05:00:10,2022-05-11 05:00:10
787,101,project_created,,2022-05-11 06:11:41,2022-05-11 06:11:41
788,101,overall_status_updated,"{""status"":""green""}",2022-05-11 06:11:41,2022-05-11 06:11:41
789,101,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-05-11 06:11:41,2022-05-11 06:11:41
790,101,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-05-11 06:11:41,2022-05-11 06:11:41
791,101,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-05-11 06:11:41,2022-05-11 06:11:41
792,102,project_created,,2022-05-11 06:35:30,2022-05-11 06:35:30
793,102,overall_status_updated,"{""status"":""green""}",2022-05-11 06:35:30,2022-05-11 06:35:30
794,102,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-05-11 06:35:30,2022-05-11 06:35:30
795,102,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-05-11 06:35:30,2022-05-11 06:35:30
796,102,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-05-11 06:35:30,2022-05-11 06:35:30
797,103,project_created,,2022-05-11 07:25:52,2022-05-11 07:25:52
798,103,overall_status_updated,"{""status"":""green""}",2022-05-11 07:25:52,2022-05-11 07:25:52
799,103,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-05-11 07:25:52,2022-05-11 07:25:52
800,103,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-05-11 07:25:52,2022-05-11 07:25:52
801,103,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-05-11 07:25:52,2022-05-11 07:25:52
802,103,project_mode_updated,"{""mode"":""closed""}",2022-05-11 07:26:36,2022-05-11 07:26:36
803,84,project_mode_updated,"{""mode"":""open""}",2022-05-16 06:09:00,2022-05-16 06:09:00
804,84,project_mode_updated,"{""mode"":""closed""}",2022-05-18 04:37:24,2022-05-18 04:37:24
805,82,delivery_phase_updated,"{""phase"":""execution""}",2022-05-18 07:46:10,2022-05-18 07:46:10
806,104,project_created,,2022-05-21 14:38:53,2022-05-21 14:38:53
807,104,overall_status_updated,"{""status"":""green""}",2022-05-21 14:38:53,2022-05-21 14:38:53
808,104,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-05-21 14:38:53,2022-05-21 14:38:53
809,104,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-05-21 14:38:53,2022-05-21 14:38:53
810,104,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-05-21 14:38:53,2022-05-21 14:38:53
811,2,approved_revised_end_date_updated,,2022-05-23 05:23:41,2022-05-23 05:23:41
812,2,approved_revised_budget_updated,,2022-05-23 05:23:58,2022-05-23 05:23:58
813,14,end_date_updated,,2022-06-01 10:36:42,2022-06-01 10:36:42
814,105,project_created,,2022-06-01 15:38:34,2022-06-01 15:38:34
815,105,overall_status_updated,"{""status"":""green""}",2022-06-01 15:38:34,2022-06-01 15:38:34
816,105,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-06-01 15:38:34,2022-06-01 15:38:34
817,105,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-06-01 15:38:34,2022-06-01 15:38:34
818,105,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-06-01 15:38:34,2022-06-01 15:38:34
819,106,project_created,,2022-06-01 16:49:59,2022-06-01 16:49:59
820,106,overall_status_updated,"{""status"":""green""}",2022-06-01 16:49:59,2022-06-01 16:49:59
821,106,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-06-01 16:49:59,2022-06-01 16:49:59
822,106,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-06-01 16:49:59,2022-06-01 16:49:59
823,106,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-06-01 16:49:59,2022-06-01 16:49:59
824,96,escalated_issue_created,,2022-06-02 13:50:43,2022-06-02 13:50:43
825,1,approved_revised_end_date_updated,,2022-06-03 05:27:49,2022-06-03 05:27:49
826,27,end_date_updated,,2022-06-03 05:32:05,2022-06-03 05:32:05
827,27,project_mode_updated,"{""mode"":""open""}",2022-06-03 05:42:44,2022-06-03 05:42:44
828,107,project_created,,2022-06-10 07:13:19,2022-06-10 07:13:19
829,107,overall_status_updated,"{""status"":""green""}",2022-06-10 07:13:19,2022-06-10 07:13:19
830,107,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-06-10 07:13:19,2022-06-10 07:13:19
831,107,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-06-10 07:13:19,2022-06-10 07:13:19
832,107,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-06-10 07:13:19,2022-06-10 07:13:19
833,95,delivery_phase_updated,"{""phase"":""execution""}",2022-06-12 19:40:26,2022-06-12 19:40:26
834,95,end_date_updated,,2022-06-12 19:40:36,2022-06-12 19:40:36
835,4,work_week_type_updated,"{""work_week_type"":""5_day""}",2022-06-14 10:02:53,2022-06-14 10:02:53
836,108,project_created,,2022-06-16 04:56:17,2022-06-16 04:56:17
837,108,overall_status_updated,"{""status"":""green""}",2022-06-16 04:56:17,2022-06-16 04:56:17
838,108,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-06-16 04:56:17,2022-06-16 04:56:17
839,108,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-06-16 04:56:17,2022-06-16 04:56:17
840,108,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-06-16 04:56:17,2022-06-16 04:56:17
841,109,project_created,,2022-06-17 06:52:54,2022-06-17 06:52:54
842,109,overall_status_updated,"{""status"":""green""}",2022-06-17 06:52:54,2022-06-17 06:52:54
843,109,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-06-17 06:52:54,2022-06-17 06:52:54
844,109,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-06-17 06:52:54,2022-06-17 06:52:54
845,109,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-06-17 06:52:54,2022-06-17 06:52:54
846,2,start_date_updated,,2022-06-17 12:21:49,2022-06-17 12:21:49
847,2,end_date_updated,,2022-06-17 12:22:06,2022-06-17 12:22:06
848,2,approved_revised_end_date_updated,,2022-06-17 12:22:23,2022-06-17 12:22:23
849,110,project_created,,2022-06-20 06:24:48,2022-06-20 06:24:48
850,110,overall_status_updated,"{""status"":""green""}",2022-06-20 06:24:48,2022-06-20 06:24:48
851,110,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-06-20 06:24:48,2022-06-20 06:24:48
852,110,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-06-20 06:24:48,2022-06-20 06:24:48
853,110,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-06-20 06:24:48,2022-06-20 06:24:48
854,111,project_created,,2022-06-20 06:45:47,2022-06-20 06:45:47
855,111,overall_status_updated,"{""status"":""green""}",2022-06-20 06:45:47,2022-06-20 06:45:47
856,111,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-06-20 06:45:47,2022-06-20 06:45:47
857,111,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-06-20 06:45:47,2022-06-20 06:45:47
858,111,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-06-20 06:45:47,2022-06-20 06:45:47
859,112,project_created,,2022-06-20 07:18:29,2022-06-20 07:18:29
860,112,overall_status_updated,"{""status"":""green""}",2022-06-20 07:18:29,2022-06-20 07:18:29
861,112,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-06-20 07:18:29,2022-06-20 07:18:29
862,112,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-06-20 07:18:29,2022-06-20 07:18:29
863,112,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-06-20 07:18:29,2022-06-20 07:18:29
864,113,project_created,,2022-06-21 05:03:28,2022-06-21 05:03:28
865,113,overall_status_updated,"{""status"":""green""}",2022-06-21 05:03:28,2022-06-21 05:03:28
866,113,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-06-21 05:03:28,2022-06-21 05:03:28
867,113,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-06-21 05:03:28,2022-06-21 05:03:28
868,113,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-06-21 05:03:28,2022-06-21 05:03:28
869,113,constraint_status_updated,"{""status"":""yellow"",""constraint"":""scope""}",2022-06-21 05:13:52,2022-06-21 05:13:52
870,113,constraint_status_updated,"{""status"":""red"",""constraint"":""schedule""}",2022-06-21 05:14:08,2022-06-21 05:14:08
871,78,project_mode_updated,"{""mode"":""closed""}",2022-06-28 06:59:06,2022-06-28 06:59:06
872,80,project_mode_updated,"{""mode"":""closed""}",2022-06-28 06:59:12,2022-06-28 06:59:12
873,106,project_mode_updated,"{""mode"":""closed""}",2022-06-28 06:59:21,2022-06-28 06:59:21
874,77,escalated_issue_created,,2022-07-04 05:13:12,2022-07-04 05:13:12
875,4,approved_revised_end_date_updated,,2022-07-07 03:28:45,2022-07-07 03:28:45
876,2,approved_revised_end_date_updated,,2022-07-13 04:48:12,2022-07-13 04:48:12
877,4,approved_revised_end_date_updated,,2022-07-13 04:48:33,2022-07-13 04:48:33
878,114,project_created,,2022-07-14 06:46:17,2022-07-14 06:46:17
879,114,overall_status_updated,"{""status"":""green""}",2022-07-14 06:46:17,2022-07-14 06:46:17
880,114,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-07-14 06:46:17,2022-07-14 06:46:17
881,114,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-07-14 06:46:17,2022-07-14 06:46:17
882,114,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-07-14 06:46:17,2022-07-14 06:46:17
883,115,project_created,,2022-07-14 06:46:45,2022-07-14 06:46:45
884,115,overall_status_updated,"{""status"":""green""}",2022-07-14 06:46:45,2022-07-14 06:46:45
885,115,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-07-14 06:46:45,2022-07-14 06:46:45
886,115,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-07-14 06:46:45,2022-07-14 06:46:45
887,115,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-07-14 06:46:45,2022-07-14 06:46:45
888,116,project_created,,2022-07-14 07:54:25,2022-07-14 07:54:25
889,116,overall_status_updated,"{""status"":""green""}",2022-07-14 07:54:25,2022-07-14 07:54:25
890,116,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-07-14 07:54:25,2022-07-14 07:54:25
891,116,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-07-14 07:54:25,2022-07-14 07:54:25
892,116,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-07-14 07:54:25,2022-07-14 07:54:25
893,116,project_mode_updated,"{""mode"":""closed""}",2022-07-18 08:48:24,2022-07-18 08:48:24
894,98,project_mode_updated,"{""mode"":""closed""}",2022-07-21 07:50:19,2022-07-21 07:50:19
895,60,project_mode_updated,"{""mode"":""closed""}",2022-07-28 11:45:31,2022-07-28 11:45:31
896,117,project_created,,2022-08-10 20:37:27,2022-08-10 20:37:27
897,117,overall_status_updated,"{""status"":""green""}",2022-08-10 20:37:27,2022-08-10 20:37:27
898,117,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-08-10 20:37:27,2022-08-10 20:37:27
899,117,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-08-10 20:37:27,2022-08-10 20:37:27
900,117,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-08-10 20:37:27,2022-08-10 20:37:27
901,58,end_date_updated,,2022-08-17 04:59:00,2022-08-17 04:59:00
902,58,approved_revised_end_date_updated,,2022-08-17 04:59:22,2022-08-17 04:59:22
903,58,project_mode_updated,"{""mode"":""open""}",2022-08-17 04:59:33,2022-08-17 04:59:33
904,58,work_week_type_updated,"{""work_week_type"":""7_day""}",2022-08-17 04:59:53,2022-08-17 04:59:53
905,101,project_mode_updated,"{""mode"":""complete""}",2022-08-23 06:37:18,2022-08-23 06:37:18
906,101,project_mode_updated,"{""mode"":""closed""}",2022-08-23 06:37:39,2022-08-23 06:37:39
907,118,project_created,,2022-08-23 11:06:58,2022-08-23 11:06:58
908,118,overall_status_updated,"{""status"":""green""}",2022-08-23 11:06:58,2022-08-23 11:06:58
909,118,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-08-23 11:06:58,2022-08-23 11:06:58
910,118,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-08-23 11:06:58,2022-08-23 11:06:58
911,118,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-08-23 11:06:58,2022-08-23 11:06:58
912,1,escalated_issue_updated,,2022-08-30 07:06:55,2022-08-30 07:06:55
913,1,overall_status_updated,"{""status"":""yellow""}",2022-08-30 07:59:01,2022-08-30 07:59:01
914,1,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-08-30 07:59:46,2022-08-30 07:59:46
915,1,constraint_status_updated,"{""status"":""yellow"",""constraint"":""budget""}",2022-08-30 08:00:30,2022-08-30 08:00:30
916,1,approved_revised_end_date_updated,,2022-08-30 08:05:30,2022-08-30 08:05:30
917,4,approved_revised_end_date_updated,,2022-08-30 08:05:59,2022-08-30 08:05:59
918,27,delivery_phase_updated,"{""phase"":""execution""}",2022-08-30 08:06:43,2022-08-30 08:06:43
919,4,project_mode_updated,"{""mode"":""on_hold""}",2022-08-30 08:07:53,2022-08-30 08:07:53
920,4,overall_status_updated,"{""status"":""red""}",2022-08-30 08:23:06,2022-08-30 08:23:06
921,119,project_created,,2022-09-01 12:06:46,2022-09-01 12:06:46
922,119,overall_status_updated,"{""status"":""green""}",2022-09-01 12:06:46,2022-09-01 12:06:46
923,119,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-09-01 12:06:46,2022-09-01 12:06:46
924,119,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-09-01 12:06:46,2022-09-01 12:06:46
925,119,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-09-01 12:06:47,2022-09-01 12:06:47
926,27,project_mode_updated,"{""mode"":""closed""}",2022-09-29 13:59:09,2022-09-29 13:59:09
927,119,project_mode_updated,"{""mode"":""closed""}",2022-09-29 13:59:09,2022-09-29 13:59:09
928,4,project_mode_updated,"{""mode"":""closed""}",2022-09-29 13:59:09,2022-09-29 13:59:09
929,1,project_mode_updated,"{""mode"":""closed""}",2022-09-29 13:59:09,2022-09-29 13:59:09
930,120,project_created,,2022-09-29 14:22:25,2022-09-29 14:22:25
931,120,overall_status_updated,"{""status"":""green""}",2022-09-29 14:22:25,2022-09-29 14:22:25
932,120,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-09-29 14:22:25,2022-09-29 14:22:25
933,120,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-09-29 14:22:25,2022-09-29 14:22:25
934,120,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-09-29 14:22:25,2022-09-29 14:22:25
935,120,project_mode_updated,"{""mode"":""closed""}",2022-09-29 15:01:22,2022-09-29 15:01:22
936,121,project_created,,2022-09-29 15:14:47,2022-09-29 15:14:47
937,121,overall_status_updated,"{""status"":""green""}",2022-09-29 15:14:47,2022-09-29 15:14:47
938,121,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-09-29 15:14:47,2022-09-29 15:14:47
939,121,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-09-29 15:14:47,2022-09-29 15:14:47
940,121,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-09-29 15:14:47,2022-09-29 15:14:47
941,121,project_mode_updated,"{""mode"":""closed""}",2022-09-29 15:19:54,2022-09-29 15:19:54
942,122,project_created,,2022-09-29 15:28:00,2022-09-29 15:28:00
943,122,overall_status_updated,"{""status"":""green""}",2022-09-29 15:28:00,2022-09-29 15:28:00
944,122,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-09-29 15:28:00,2022-09-29 15:28:00
945,122,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-09-29 15:28:00,2022-09-29 15:28:00
946,122,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-09-29 15:28:00,2022-09-29 15:28:00
947,122,project_mode_updated,"{""mode"":""closed""}",2022-10-04 14:49:37,2022-10-04 14:49:37
948,123,project_created,,2022-10-04 15:20:27,2022-10-04 15:20:27
949,123,overall_status_updated,"{""status"":""green""}",2022-10-04 15:20:27,2022-10-04 15:20:27
950,123,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-10-04 15:20:27,2022-10-04 15:20:27
951,123,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-10-04 15:20:27,2022-10-04 15:20:27
952,123,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-10-04 15:20:27,2022-10-04 15:20:27
953,123,project_mode_updated,"{""mode"":""closed""}",2022-10-04 15:26:41,2022-10-04 15:26:41
954,124,project_created,,2022-10-04 15:51:41,2022-10-04 15:51:41
955,124,overall_status_updated,"{""status"":""green""}",2022-10-04 15:51:41,2022-10-04 15:51:41
956,124,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-10-04 15:51:41,2022-10-04 15:51:41
957,124,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-10-04 15:51:41,2022-10-04 15:51:41
958,124,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-10-04 15:51:41,2022-10-04 15:51:41
959,124,project_mode_updated,"{""mode"":""closed""}",2022-10-04 16:45:04,2022-10-04 16:45:04
960,125,project_created,,2022-10-04 16:51:36,2022-10-04 16:51:36
961,125,overall_status_updated,"{""status"":""green""}",2022-10-04 16:51:36,2022-10-04 16:51:36
962,125,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-10-04 16:51:36,2022-10-04 16:51:36
963,125,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-10-04 16:51:36,2022-10-04 16:51:36
964,125,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-10-04 16:51:36,2022-10-04 16:51:36
965,125,start_date_updated,,2022-10-12 06:05:09,2022-10-12 06:05:09
966,125,start_date_updated,,2022-10-12 06:05:28,2022-10-12 06:05:28
967,125,start_date_updated,,2022-10-12 06:05:32,2022-10-12 06:05:32
968,125,start_date_updated,,2022-10-12 06:16:03,2022-10-12 06:16:03
969,125,start_date_updated,,2022-10-12 07:46:51,2022-10-12 07:46:51
970,125,delivery_phase_updated,"{""phase"":""initiation""}",2022-10-21 08:37:13,2022-10-21 08:37:13
971,125,overall_status_updated,"{""status"":""yellow""}",2022-10-21 08:39:55,2022-10-21 08:39:55
972,126,project_created,,2022-10-21 10:12:57,2022-10-21 10:12:57
973,126,overall_status_updated,"{""status"":""green""}",2022-10-21 10:12:57,2022-10-21 10:12:57
974,126,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-10-21 10:12:57,2022-10-21 10:12:57
975,126,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-10-21 10:12:57,2022-10-21 10:12:57
976,126,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-10-21 10:12:57,2022-10-21 10:12:57
977,2,project_mode_updated,"{""mode"":""closed""}",2022-10-21 10:18:39,2022-10-21 10:18:39
978,126,constraint_status_updated,"{""status"":""yellow"",""constraint"":""schedule""}",2022-11-02 12:34:06,2022-11-02 12:34:06
979,126,overall_status_updated,"{""status"":""green""}",2022-11-02 12:34:45,2022-11-02 12:34:45
980,126,delivery_phase_updated,"{""phase"":""initiation""}",2022-11-02 12:37:35,2022-11-02 12:37:35
981,126,delivery_phase_updated,"{""phase"":""execution""}",2022-11-02 12:37:43,2022-11-02 12:37:43
982,126,original_budget_updated,,2022-11-02 12:48:42,2022-11-02 12:48:42
983,126,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-11-02 12:54:30,2022-11-02 12:54:30
984,126,constraint_status_updated,"{""status"":""yellow"",""constraint"":""budget""}",2022-11-02 12:55:33,2022-11-02 12:55:33
985,88,project_mode_updated,"{""mode"":""open""}",2022-11-08 12:18:35,2022-11-08 12:18:35
986,88,project_mode_updated,"{""mode"":""closed""}",2022-11-08 12:19:05,2022-11-08 12:19:05
987,127,project_created,,2022-11-08 12:20:10,2022-11-08 12:20:10
988,127,overall_status_updated,"{""status"":""green""}",2022-11-08 12:20:10,2022-11-08 12:20:10
989,127,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-11-08 12:20:10,2022-11-08 12:20:10
990,127,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-11-08 12:20:10,2022-11-08 12:20:10
991,127,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-11-08 12:20:10,2022-11-08 12:20:10
992,128,project_created,,2022-11-08 12:20:40,2022-11-08 12:20:40
993,128,overall_status_updated,"{""status"":""green""}",2022-11-08 12:20:40,2022-11-08 12:20:40
994,128,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-11-08 12:20:40,2022-11-08 12:20:40
995,128,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-11-08 12:20:40,2022-11-08 12:20:40
996,128,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-11-08 12:20:40,2022-11-08 12:20:40
997,129,project_created,,2022-11-08 12:21:11,2022-11-08 12:21:11
998,129,overall_status_updated,"{""status"":""green""}",2022-11-08 12:21:12,2022-11-08 12:21:12
999,129,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-11-08 12:21:12,2022-11-08 12:21:12
1000,129,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-11-08 12:21:12,2022-11-08 12:21:12
1001,129,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-11-08 12:21:12,2022-11-08 12:21:12
1002,127,delivery_phase_updated,"{""phase"":""assess for bid""}",2022-11-08 12:31:53,2022-11-08 12:31:53
1003,129,delivery_phase_updated,"{""phase"":""assess for bid""}",2022-11-08 12:35:40,2022-11-08 12:35:40
1004,128,delivery_phase_updated,"{""phase"":""section & fees content""}",2022-11-08 12:36:21,2022-11-08 12:36:21
1005,127,delivery_phase_updated,"{""phase"":""prepare response & loe""}",2022-11-08 12:36:38,2022-11-08 12:36:38
1006,126,project_mode_updated,"{""mode"":""closed""}",2022-11-08 13:00:21,2022-11-08 13:00:21
1007,125,project_mode_updated,"{""mode"":""closed""}",2022-11-08 13:00:27,2022-11-08 13:00:27
1008,127,overall_status_updated,"{""status"":""yellow""}",2022-11-08 13:01:24,2022-11-08 13:01:24
1009,127,delivery_phase_updated,"{""phase"":""prepare response & effort""}",2022-11-08 14:01:09,2022-11-08 14:01:09
1010,130,project_created,,2022-11-09 05:07:33,2022-11-09 05:07:33
1011,130,overall_status_updated,"{""status"":""green""}",2022-11-09 05:07:33,2022-11-09 05:07:33
1012,130,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-11-09 05:07:33,2022-11-09 05:07:33
1013,130,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-11-09 05:07:33,2022-11-09 05:07:33
1014,130,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-11-09 05:07:33,2022-11-09 05:07:33
1015,130,project_mode_updated,"{""mode"":""closed""}",2022-11-09 05:33:53,2022-11-09 05:33:53
1016,125,project_mode_updated,"{""mode"":""open""}",2022-11-09 09:17:57,2022-11-09 09:17:57
1017,126,project_mode_updated,"{""mode"":""open""}",2022-11-09 09:18:28,2022-11-09 09:18:28
1018,129,project_mode_updated,"{""mode"":""closed""}",2022-11-09 09:18:41,2022-11-09 09:18:41
1019,128,project_mode_updated,"{""mode"":""closed""}",2022-11-09 09:18:41,2022-11-09 09:18:41
1020,127,project_mode_updated,"{""mode"":""closed""}",2022-11-09 09:18:41,2022-11-09 09:18:41
1021,126,overall_status_updated,"{""status"":""yellow""}",2022-11-15 11:18:02,2022-11-15 11:18:02
1022,126,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-11-15 11:20:49,2022-11-15 11:20:49
1023,125,overall_status_updated,"{""status"":""green""}",2022-11-15 11:22:09,2022-11-15 11:22:09
1024,125,constraint_status_updated,"{""status"":""green"",""constraint"":""scope""}",2022-11-15 11:52:21,2022-11-15 11:52:21
1025,125,constraint_status_updated,"{""status"":""green"",""constraint"":""schedule""}",2022-11-15 11:52:55,2022-11-15 11:52:55
1026,125,constraint_status_updated,"{""status"":""green"",""constraint"":""budget""}",2022-11-15 11:53:24,2022-11-15 11:53:24
1027,126,overall_status_updated,"{""status"":""green""}",2022-11-16 10:46:46,2022-11-16 10:46:46
1028,126,end_date_updated,,2022-11-16 10:47:17,2022-11-16 10:47:17
1029,126,end_date_updated,,2022-11-16 10:47:56,2022-11-16 10:47:56
1030,126,end_date_updated,,2022-11-16 10:48:15,2022-11-16 10:48:15
1031,126,escalated_issue_updated,,2022-12-02 13:13:39,2022-12-02 13:13:39
1032,125,overall_status_updated,"{""status"":""red""}",2022-12-02 13:30:12,2022-12-02 13:30:12
1033,127,project_mode_updated,"{""mode"":""open""}",2023-01-09 04:29:09,2023-01-09 04:29:09
1034,128,project_mode_updated,"{""mode"":""on_hold""}",2023-01-09 04:29:46,2023-01-09 04:29:46
1035,128,end_date_updated,,2023-01-09 04:30:01,2023-01-09 04:30:01
1036,127,approved_revised_end_date_updated,,2023-01-09 04:30:23,2023-01-09 04:30:23
1037,126,project_mode_updated,"{""mode"":""closed""}",2023-01-09 04:31:01,2023-01-09 04:31:01
