id,project_id,date,overall_gyr_status,open_issues_count,past_due_actions_count,open_risks_count,open_ranked_risks_count,active_changes_count,created_at,updated_at,num_overall_gyr_status
6418,27,2022-07-23,green,3,0,1,0,0,2022-07-24 00:00:17,2022-07-24 00:00:17,1
6419,30,2022-07-23,green,1,1,0,0,0,2022-07-24 00:00:17,2022-07-24 00:00:17,1
6420,34,2022-07-23,green,0,0,0,0,0,2022-07-24 00:00:17,2022-07-24 00:00:17,1
6421,38,2022-07-23,green,0,0,0,0,0,2022-07-24 00:00:17,2022-07-24 00:00:17,1
6422,56,2022-07-23,green,6,3,2,1,1,2022-07-24 00:00:17,2022-07-24 00:00:17,1
6423,58,2022-07-23,green,0,0,0,0,0,2022-07-24 00:00:17,2022-07-24 00:00:17,1
6424,60,2022-07-23,yellow,3,3,1,1,0,2022-07-24 00:00:18,2022-07-24 00:00:18,2
6425,77,2022-07-23,green,9,0,0,0,0,2022-07-24 00:00:18,2022-07-24 00:00:18,1
6426,79,2022-07-23,green,2,2,0,0,1,2022-07-24 00:00:18,2022-07-24 00:00:18,1
6427,95,2022-07-23,green,3,0,0,0,0,2022-07-24 00:00:18,2022-07-24 00:00:18,1
6428,96,2022-07-23,green,2,0,0,0,0,2022-07-24 00:00:18,2022-07-24 00:00:18,1
6429,99,2022-07-23,green,5,6,0,0,0,2022-07-24 00:00:18,2022-07-24 00:00:18,1
6430,101,2022-07-23,green,1,1,0,0,0,2022-07-24 00:00:18,2022-07-24 00:00:18,1
6431,102,2022-07-23,green,0,0,0,0,0,2022-07-24 00:00:19,2022-07-24 00:00:19,1
6432,105,2022-07-23,green,2,4,0,0,0,2022-07-24 00:00:19,2022-07-24 00:00:19,1
6433,107,2022-07-23,green,3,2,0,0,0,2022-07-24 00:00:19,2022-07-24 00:00:19,1
6434,108,2022-07-23,green,0,0,0,0,0,2022-07-24 00:00:19,2022-07-24 00:00:19,1
6435,109,2022-07-23,green,0,0,0,0,0,2022-07-24 00:00:19,2022-07-24 00:00:19,1
6436,110,2022-07-23,green,1,1,0,0,0,2022-07-24 00:00:19,2022-07-24 00:00:19,1
6437,111,2022-07-23,green,2,2,0,0,0,2022-07-24 00:00:19,2022-07-24 00:00:19,1
6438,112,2022-07-23,green,0,0,0,0,0,2022-07-24 00:00:20,2022-07-24 00:00:20,1
6439,114,2022-07-23,green,0,0,0,0,0,2022-07-24 00:00:20,2022-07-24 00:00:20,1
6440,115,2022-07-23,green,0,0,0,0,0,2022-07-24 00:00:20,2022-07-24 00:00:20,1
6441,1,2022-07-24,red,2,0,2,1,0,2022-07-25 00:00:14,2022-07-25 00:00:14,3
6442,2,2022-07-24,green,5,4,3,2,3,2022-07-25 00:00:14,2022-07-25 00:00:14,1
6443,4,2022-07-24,yellow,8,5,6,4,3,2022-07-25 00:00:14,2022-07-25 00:00:14,2
6444,5,2022-07-24,green,1,1,0,0,0,2022-07-25 00:00:14,2022-07-25 00:00:14,1
6445,12,2022-07-24,yellow,4,5,4,3,3,2022-07-25 00:00:14,2022-07-25 00:00:14,2
6446,14,2022-07-24,green,5,0,0,0,0,2022-07-25 00:00:15,2022-07-25 00:00:15,1
6447,17,2022-07-24,green,9,0,0,0,0,2022-07-25 00:00:15,2022-07-25 00:00:15,1
6448,22,2022-07-24,green,0,0,0,0,0,2022-07-25 00:00:15,2022-07-25 00:00:15,1
6449,27,2022-07-24,green,3,0,1,0,0,2022-07-25 00:00:15,2022-07-25 00:00:15,1
6450,30,2022-07-24,green,1,1,0,0,0,2022-07-25 00:00:15,2022-07-25 00:00:15,1
6451,34,2022-07-24,green,0,0,0,0,0,2022-07-25 00:00:15,2022-07-25 00:00:15,1
6452,38,2022-07-24,green,0,0,0,0,0,2022-07-25 00:00:15,2022-07-25 00:00:15,1
6453,56,2022-07-24,green,6,3,2,1,1,2022-07-25 00:00:15,2022-07-25 00:00:15,1
6454,58,2022-07-24,green,0,0,0,0,0,2022-07-25 00:00:16,2022-07-25 00:00:16,1
6455,60,2022-07-24,yellow,3,3,1,1,0,2022-07-25 00:00:16,2022-07-25 00:00:16,2
6456,77,2022-07-24,green,9,0,0,0,0,2022-07-25 00:00:16,2022-07-25 00:00:16,1
6457,79,2022-07-24,green,2,2,0,0,1,2022-07-25 00:00:16,2022-07-25 00:00:16,1
6458,95,2022-07-24,green,3,0,0,0,0,2022-07-25 00:00:16,2022-07-25 00:00:16,1
6459,96,2022-07-24,green,2,0,0,0,0,2022-07-25 00:00:16,2022-07-25 00:00:16,1
6460,99,2022-07-24,green,5,6,0,0,0,2022-07-25 00:00:17,2022-07-25 00:00:17,1
6461,101,2022-07-24,green,1,1,0,0,0,2022-07-25 00:00:17,2022-07-25 00:00:17,1
6462,102,2022-07-24,green,0,0,0,0,0,2022-07-25 00:00:17,2022-07-25 00:00:17,1
6463,105,2022-07-24,green,2,4,0,0,0,2022-07-25 00:00:17,2022-07-25 00:00:17,1
6464,107,2022-07-24,green,3,2,0,0,0,2022-07-25 00:00:17,2022-07-25 00:00:17,1
6465,108,2022-07-24,green,0,0,0,0,0,2022-07-25 00:00:17,2022-07-25 00:00:17,1
6466,109,2022-07-24,green,0,0,0,0,0,2022-07-25 00:00:18,2022-07-25 00:00:18,1
6467,110,2022-07-24,green,1,1,0,0,0,2022-07-25 00:00:18,2022-07-25 00:00:18,1
6468,111,2022-07-24,green,2,2,0,0,0,2022-07-25 00:00:18,2022-07-25 00:00:18,1
6469,112,2022-07-24,green,0,0,0,0,0,2022-07-25 00:00:18,2022-07-25 00:00:18,1
6470,114,2022-07-24,green,0,0,0,0,0,2022-07-25 00:00:18,2022-07-25 00:00:18,1
6471,115,2022-07-24,green,0,0,0,0,0,2022-07-25 00:00:18,2022-07-25 00:00:18,1
6472,1,2022-07-25,red,2,0,2,1,0,2022-07-26 00:00:10,2022-07-26 00:00:10,3
6473,2,2022-07-25,green,5,4,3,2,3,2022-07-26 00:00:10,2022-07-26 00:00:10,1
6474,4,2022-07-25,yellow,8,5,6,4,3,2022-07-26 00:00:11,2022-07-26 00:00:11,2
6475,5,2022-07-25,green,1,1,0,0,0,2022-07-26 00:00:11,2022-07-26 00:00:11,1
6476,12,2022-07-25,yellow,4,5,4,3,3,2022-07-26 00:00:11,2022-07-26 00:00:11,2
6477,14,2022-07-25,green,5,0,0,0,0,2022-07-26 00:00:11,2022-07-26 00:00:11,1
6478,17,2022-07-25,green,9,0,0,0,0,2022-07-26 00:00:11,2022-07-26 00:00:11,1
6479,22,2022-07-25,green,0,0,0,0,0,2022-07-26 00:00:12,2022-07-26 00:00:12,1
6480,27,2022-07-25,green,3,0,1,0,0,2022-07-26 00:00:12,2022-07-26 00:00:12,1
6481,30,2022-07-25,green,1,1,0,0,0,2022-07-26 00:00:12,2022-07-26 00:00:12,1
6482,34,2022-07-25,green,0,0,0,0,0,2022-07-26 00:00:12,2022-07-26 00:00:12,1
6483,38,2022-07-25,green,0,0,0,0,0,2022-07-26 00:00:13,2022-07-26 00:00:13,1
6484,56,2022-07-25,green,6,3,2,1,1,2022-07-26 00:00:13,2022-07-26 00:00:13,1
6485,58,2022-07-25,green,0,0,0,0,0,2022-07-26 00:00:13,2022-07-26 00:00:13,1
6486,60,2022-07-25,yellow,3,3,1,1,0,2022-07-26 00:00:14,2022-07-26 00:00:14,2
6487,77,2022-07-25,green,9,0,0,0,0,2022-07-26 00:00:14,2022-07-26 00:00:14,1
6488,79,2022-07-25,green,2,2,0,0,1,2022-07-26 00:00:14,2022-07-26 00:00:14,1
6489,95,2022-07-25,green,3,0,0,0,0,2022-07-26 00:00:14,2022-07-26 00:00:14,1
6490,96,2022-07-25,green,2,0,0,0,0,2022-07-26 00:00:15,2022-07-26 00:00:15,1
6491,99,2022-07-25,green,5,6,0,0,0,2022-07-26 00:00:15,2022-07-26 00:00:15,1
6492,101,2022-07-25,green,1,1,0,0,0,2022-07-26 00:00:15,2022-07-26 00:00:15,1
6493,102,2022-07-25,green,0,0,0,0,0,2022-07-26 00:00:16,2022-07-26 00:00:16,1
6494,105,2022-07-25,green,2,4,0,0,0,2022-07-26 00:00:16,2022-07-26 00:00:16,1
6495,107,2022-07-25,green,3,3,0,0,0,2022-07-26 00:00:16,2022-07-26 00:00:16,1
6496,108,2022-07-25,green,0,0,0,0,0,2022-07-26 00:00:16,2022-07-26 00:00:16,1
6497,109,2022-07-25,green,0,0,0,0,0,2022-07-26 00:00:16,2022-07-26 00:00:16,1
6498,110,2022-07-25,green,1,1,0,0,0,2022-07-26 00:00:16,2022-07-26 00:00:16,1
6499,111,2022-07-25,green,2,2,0,0,0,2022-07-26 00:00:17,2022-07-26 00:00:17,1
6500,112,2022-07-25,green,0,0,0,0,0,2022-07-26 00:00:17,2022-07-26 00:00:17,1
6501,114,2022-07-25,green,0,0,0,0,0,2022-07-26 00:00:17,2022-07-26 00:00:17,1
6502,115,2022-07-25,green,0,0,0,0,0,2022-07-26 00:00:17,2022-07-26 00:00:17,1
6503,1,2022-07-26,red,2,1,2,1,0,2022-07-27 00:00:04,2022-07-27 00:00:04,3
6504,2,2022-07-26,green,5,4,3,2,3,2022-07-27 00:00:05,2022-07-27 00:00:05,1
6505,4,2022-07-26,yellow,8,5,6,4,3,2022-07-27 00:00:05,2022-07-27 00:00:05,2
6506,5,2022-07-26,green,1,1,0,0,0,2022-07-27 00:00:05,2022-07-27 00:00:05,1
6507,12,2022-07-26,yellow,4,5,4,3,3,2022-07-27 00:00:05,2022-07-27 00:00:05,2
6508,14,2022-07-26,green,5,0,0,0,0,2022-07-27 00:00:06,2022-07-27 00:00:06,1
6509,17,2022-07-26,green,9,0,0,0,0,2022-07-27 00:00:06,2022-07-27 00:00:06,1
6510,22,2022-07-26,green,0,0,0,0,0,2022-07-27 00:00:06,2022-07-27 00:00:06,1
6511,27,2022-07-26,green,4,1,1,0,0,2022-07-27 00:00:06,2022-07-27 00:00:06,1
6512,30,2022-07-26,green,1,1,0,0,0,2022-07-27 00:00:07,2022-07-27 00:00:07,1
6513,34,2022-07-26,green,0,0,0,0,0,2022-07-27 00:00:07,2022-07-27 00:00:07,1
6514,38,2022-07-26,green,0,0,0,0,0,2022-07-27 00:00:07,2022-07-27 00:00:07,1
6515,56,2022-07-26,green,6,3,2,1,1,2022-07-27 00:00:08,2022-07-27 00:00:08,1
6516,58,2022-07-26,green,0,0,0,0,0,2022-07-27 00:00:08,2022-07-27 00:00:08,1
6517,60,2022-07-26,yellow,3,3,1,1,0,2022-07-27 00:00:08,2022-07-27 00:00:08,2
6518,77,2022-07-26,green,9,0,0,0,0,2022-07-27 00:00:08,2022-07-27 00:00:08,1
6519,79,2022-07-26,green,2,2,0,0,1,2022-07-27 00:00:09,2022-07-27 00:00:09,1
6520,95,2022-07-26,green,3,0,0,0,0,2022-07-27 00:00:09,2022-07-27 00:00:09,1
6521,96,2022-07-26,green,2,0,0,0,0,2022-07-27 00:00:09,2022-07-27 00:00:09,1
6522,99,2022-07-26,green,5,6,0,0,0,2022-07-27 00:00:09,2022-07-27 00:00:09,1
6523,101,2022-07-26,green,1,1,0,0,0,2022-07-27 00:00:09,2022-07-27 00:00:09,1
6524,102,2022-07-26,green,0,0,0,0,0,2022-07-27 00:00:09,2022-07-27 00:00:09,1
6525,105,2022-07-26,green,2,4,0,0,0,2022-07-27 00:00:10,2022-07-27 00:00:10,1
6526,107,2022-07-26,green,3,3,0,0,0,2022-07-27 00:00:10,2022-07-27 00:00:10,1
6527,108,2022-07-26,green,0,0,0,0,0,2022-07-27 00:00:10,2022-07-27 00:00:10,1
6528,109,2022-07-26,green,0,0,0,0,0,2022-07-27 00:00:10,2022-07-27 00:00:10,1
6529,110,2022-07-26,green,1,1,0,0,0,2022-07-27 00:00:10,2022-07-27 00:00:10,1
6530,111,2022-07-26,green,2,2,0,0,0,2022-07-27 00:00:10,2022-07-27 00:00:10,1
6531,112,2022-07-26,green,0,0,0,0,0,2022-07-27 00:00:11,2022-07-27 00:00:11,1
6532,114,2022-07-26,green,0,0,0,0,0,2022-07-27 00:00:11,2022-07-27 00:00:11,1
6533,115,2022-07-26,green,0,0,0,0,0,2022-07-27 00:00:11,2022-07-27 00:00:11,1
6534,1,2022-07-27,red,2,1,2,1,0,2022-07-28 00:00:15,2022-07-28 00:00:15,3
6535,2,2022-07-27,green,5,4,3,2,3,2022-07-28 00:00:15,2022-07-28 00:00:15,1
6536,4,2022-07-27,yellow,8,5,6,4,3,2022-07-28 00:00:15,2022-07-28 00:00:15,2
6537,5,2022-07-27,green,1,1,0,0,0,2022-07-28 00:00:15,2022-07-28 00:00:15,1
6538,12,2022-07-27,yellow,4,5,4,3,3,2022-07-28 00:00:16,2022-07-28 00:00:16,2
6539,14,2022-07-27,green,5,0,0,0,0,2022-07-28 00:00:16,2022-07-28 00:00:16,1
6540,17,2022-07-27,green,10,0,0,0,0,2022-07-28 00:00:16,2022-07-28 00:00:16,1
6541,22,2022-07-27,green,0,0,0,0,0,2022-07-28 00:00:16,2022-07-28 00:00:16,1
6542,27,2022-07-27,green,4,0,1,0,0,2022-07-28 00:00:16,2022-07-28 00:00:16,1
6543,30,2022-07-27,green,1,1,0,0,0,2022-07-28 00:00:16,2022-07-28 00:00:16,1
6544,34,2022-07-27,green,0,0,0,0,0,2022-07-28 00:00:17,2022-07-28 00:00:17,1
6545,38,2022-07-27,green,0,0,0,0,0,2022-07-28 00:00:17,2022-07-28 00:00:17,1
6546,56,2022-07-27,green,6,2,2,1,1,2022-07-28 00:00:17,2022-07-28 00:00:17,1
6547,58,2022-07-27,green,0,0,0,0,0,2022-07-28 00:00:17,2022-07-28 00:00:17,1
6548,60,2022-07-27,yellow,3,3,1,1,0,2022-07-28 00:00:17,2022-07-28 00:00:17,2
6549,77,2022-07-27,green,8,0,0,0,0,2022-07-28 00:00:17,2022-07-28 00:00:17,1
6550,79,2022-07-27,green,2,2,0,0,1,2022-07-28 00:00:18,2022-07-28 00:00:18,1
6551,95,2022-07-27,green,0,0,0,0,0,2022-07-28 00:00:18,2022-07-28 00:00:18,1
6552,96,2022-07-27,green,2,0,0,0,0,2022-07-28 00:00:18,2022-07-28 00:00:18,1
6553,99,2022-07-27,green,5,6,0,0,0,2022-07-28 00:00:18,2022-07-28 00:00:18,1
6554,101,2022-07-27,green,1,1,0,0,0,2022-07-28 00:00:18,2022-07-28 00:00:18,1
6555,102,2022-07-27,green,0,0,0,0,0,2022-07-28 00:00:18,2022-07-28 00:00:18,1
6556,105,2022-07-27,green,2,4,0,0,0,2022-07-28 00:00:18,2022-07-28 00:00:18,1
6557,107,2022-07-27,green,3,3,0,0,0,2022-07-28 00:00:19,2022-07-28 00:00:19,1
6558,108,2022-07-27,green,0,0,0,0,0,2022-07-28 00:00:19,2022-07-28 00:00:19,1
6559,109,2022-07-27,green,0,0,0,0,0,2022-07-28 00:00:19,2022-07-28 00:00:19,1
6560,110,2022-07-27,green,1,1,0,0,0,2022-07-28 00:00:19,2022-07-28 00:00:19,1
6561,111,2022-07-27,green,2,2,0,0,0,2022-07-28 00:00:19,2022-07-28 00:00:19,1
6562,112,2022-07-27,green,0,0,0,0,0,2022-07-28 00:00:19,2022-07-28 00:00:19,1
6563,114,2022-07-27,green,0,0,0,0,0,2022-07-28 00:00:19,2022-07-28 00:00:19,1
6564,115,2022-07-27,green,0,0,0,0,0,2022-07-28 00:00:20,2022-07-28 00:00:20,1
6565,1,2022-07-28,red,2,1,2,1,0,2022-07-29 00:00:11,2022-07-29 00:00:11,3
6566,2,2022-07-28,green,5,4,3,2,3,2022-07-29 00:00:11,2022-07-29 00:00:11,1
6567,4,2022-07-28,yellow,8,5,6,4,3,2022-07-29 00:00:11,2022-07-29 00:00:11,2
6568,5,2022-07-28,green,1,1,0,0,0,2022-07-29 00:00:12,2022-07-29 00:00:12,1
6569,12,2022-07-28,yellow,4,5,4,3,3,2022-07-29 00:00:12,2022-07-29 00:00:12,2
6570,14,2022-07-28,green,5,0,0,0,0,2022-07-29 00:00:12,2022-07-29 00:00:12,1
6571,17,2022-07-28,green,10,0,0,0,0,2022-07-29 00:00:13,2022-07-29 00:00:13,1
6572,22,2022-07-28,green,0,0,0,0,0,2022-07-29 00:00:13,2022-07-29 00:00:13,1
6573,27,2022-07-28,green,3,0,1,0,0,2022-07-29 00:00:13,2022-07-29 00:00:13,1
6574,30,2022-07-28,green,1,1,0,0,0,2022-07-29 00:00:14,2022-07-29 00:00:14,1
6575,34,2022-07-28,green,0,0,0,0,0,2022-07-29 00:00:14,2022-07-29 00:00:14,1
6576,38,2022-07-28,green,0,0,0,0,0,2022-07-29 00:00:15,2022-07-29 00:00:15,1
6577,56,2022-07-28,green,6,3,2,1,1,2022-07-29 00:00:15,2022-07-29 00:00:15,1
6578,58,2022-07-28,green,0,0,0,0,0,2022-07-29 00:00:15,2022-07-29 00:00:15,1
6579,77,2022-07-28,green,8,0,0,0,0,2022-07-29 00:00:15,2022-07-29 00:00:15,1
6580,79,2022-07-28,green,2,2,0,0,1,2022-07-29 00:00:16,2022-07-29 00:00:16,1
6581,95,2022-07-28,green,1,0,0,0,0,2022-07-29 00:00:16,2022-07-29 00:00:16,1
6582,96,2022-07-28,green,2,0,0,0,0,2022-07-29 00:00:16,2022-07-29 00:00:16,1
6583,99,2022-07-28,green,5,6,0,0,0,2022-07-29 00:00:16,2022-07-29 00:00:16,1
6584,101,2022-07-28,green,1,1,0,0,0,2022-07-29 00:00:17,2022-07-29 00:00:17,1
