id,project_id,date,overall_gyr_status,open_issues_count,past_due_actions_count,open_risks_count,open_ranked_risks_count,active_changes_count,created_at,updated_at,num_overall_gyr_status
1626,11,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:07,2022-03-18 00:00:07,1
1627,12,2022-03-17,green,2,3,0,0,0,2022-03-18 00:00:08,2022-03-18 00:00:08,1
1628,13,2022-03-17,green,1,1,0,0,0,2022-03-18 00:00:08,2022-03-18 00:00:08,1
1629,14,2022-03-17,green,5,5,0,0,0,2022-03-18 00:00:08,2022-03-18 00:00:08,1
1630,15,2022-03-17,green,1,1,0,0,0,2022-03-18 00:00:09,2022-03-18 00:00:09,1
1631,17,2022-03-17,green,1,0,0,0,0,2022-03-18 00:00:09,2022-03-18 00:00:09,1
1632,18,2022-03-17,green,4,4,0,0,0,2022-03-18 00:00:09,2022-03-18 00:00:09,1
1633,19,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:10,2022-03-18 00:00:10,1
1634,20,2022-03-17,yellow,2,1,3,2,0,2022-03-18 00:00:10,2022-03-18 00:00:10,2
1635,22,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:10,2022-03-18 00:00:10,1
1636,24,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:10,2022-03-18 00:00:10,1
1637,25,2022-03-17,green,1,1,1,0,1,2022-03-18 00:00:11,2022-03-18 00:00:11,1
1638,26,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:11,2022-03-18 00:00:11,1
1639,27,2022-03-17,green,1,2,0,0,0,2022-03-18 00:00:11,2022-03-18 00:00:11,1
1640,30,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:12,2022-03-18 00:00:12,1
1641,34,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:12,2022-03-18 00:00:12,1
1642,35,2022-03-17,green,1,1,1,1,0,2022-03-18 00:00:12,2022-03-18 00:00:12,1
1643,36,2022-03-17,red,1,2,2,1,1,2022-03-18 00:00:12,2022-03-18 00:00:12,3
1644,38,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:13,2022-03-18 00:00:13,1
1645,56,2022-03-17,green,7,0,2,1,1,2022-03-18 00:00:13,2022-03-18 00:00:13,1
1646,58,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:13,2022-03-18 00:00:13,1
1647,60,2022-03-17,green,3,1,1,1,0,2022-03-18 00:00:13,2022-03-18 00:00:13,1
1648,64,2022-03-17,green,4,0,1,1,2,2022-03-18 00:00:13,2022-03-18 00:00:13,1
1649,65,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:13,2022-03-18 00:00:13,1
1650,66,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:13,2022-03-18 00:00:13,1
1651,67,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:14,2022-03-18 00:00:14,1
1652,68,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:14,2022-03-18 00:00:14,1
1653,69,2022-03-17,yellow,3,0,2,2,1,2022-03-18 00:00:14,2022-03-18 00:00:14,2
1654,72,2022-03-17,green,1,1,0,0,0,2022-03-18 00:00:14,2022-03-18 00:00:14,1
1655,73,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:14,2022-03-18 00:00:14,1
1656,74,2022-03-17,green,0,0,0,0,0,2022-03-18 00:00:14,2022-03-18 00:00:14,1
1657,1,2022-03-18,green,0,0,2,1,0,2022-03-19 00:00:07,2022-03-19 00:00:07,1
1658,2,2022-03-18,yellow,5,4,6,4,3,2022-03-19 00:00:07,2022-03-19 00:00:07,2
1659,4,2022-03-18,yellow,7,8,7,6,4,2022-03-19 00:00:07,2022-03-19 00:00:07,2
1660,5,2022-03-18,green,1,0,0,0,0,2022-03-19 00:00:07,2022-03-19 00:00:07,1
1661,6,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:07,2022-03-19 00:00:07,1
1662,10,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:07,2022-03-19 00:00:07,1
1663,12,2022-03-18,green,2,3,0,0,0,2022-03-19 00:00:08,2022-03-19 00:00:08,1
1664,11,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:08,2022-03-19 00:00:08,1
1665,14,2022-03-18,green,5,5,0,0,0,2022-03-19 00:00:08,2022-03-19 00:00:08,1
1666,13,2022-03-18,green,1,1,0,0,0,2022-03-19 00:00:08,2022-03-19 00:00:08,1
1667,15,2022-03-18,green,1,1,0,0,0,2022-03-19 00:00:08,2022-03-19 00:00:08,1
1668,17,2022-03-18,green,1,0,0,0,0,2022-03-19 00:00:08,2022-03-19 00:00:08,1
1669,18,2022-03-18,green,4,4,0,0,0,2022-03-19 00:00:09,2022-03-19 00:00:09,1
1670,19,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:09,2022-03-19 00:00:09,1
1671,20,2022-03-18,yellow,2,1,3,2,0,2022-03-19 00:00:09,2022-03-19 00:00:09,2
1672,22,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:09,2022-03-19 00:00:09,1
1673,24,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:10,2022-03-19 00:00:10,1
1674,25,2022-03-18,green,1,1,1,0,1,2022-03-19 00:00:10,2022-03-19 00:00:10,1
1675,26,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:10,2022-03-19 00:00:10,1
1676,27,2022-03-18,green,1,2,0,0,0,2022-03-19 00:00:10,2022-03-19 00:00:10,1
1677,30,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:11,2022-03-19 00:00:11,1
1678,34,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:11,2022-03-19 00:00:11,1
1679,35,2022-03-18,green,1,1,1,1,0,2022-03-19 00:00:12,2022-03-19 00:00:12,1
1680,36,2022-03-18,red,1,2,2,1,1,2022-03-19 00:00:12,2022-03-19 00:00:12,3
1681,38,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:12,2022-03-19 00:00:12,1
1682,56,2022-03-18,green,7,0,2,1,1,2022-03-19 00:00:12,2022-03-19 00:00:12,1
1683,58,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:13,2022-03-19 00:00:13,1
1684,60,2022-03-18,green,3,3,1,1,0,2022-03-19 00:00:13,2022-03-19 00:00:13,1
1685,64,2022-03-18,green,4,1,1,1,2,2022-03-19 00:00:13,2022-03-19 00:00:13,1
1686,65,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:14,2022-03-19 00:00:14,1
1687,66,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:14,2022-03-19 00:00:14,1
1688,67,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:14,2022-03-19 00:00:14,1
1689,68,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:14,2022-03-19 00:00:14,1
1690,69,2022-03-18,yellow,3,0,2,2,1,2022-03-19 00:00:15,2022-03-19 00:00:15,2
1691,72,2022-03-18,green,1,1,0,0,0,2022-03-19 00:00:15,2022-03-19 00:00:15,1
1692,73,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:16,2022-03-19 00:00:16,1
1693,74,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:16,2022-03-19 00:00:16,1
1694,75,2022-03-18,green,13,0,0,0,0,2022-03-19 00:00:16,2022-03-19 00:00:16,1
1695,76,2022-03-18,green,0,0,0,0,0,2022-03-19 00:00:16,2022-03-19 00:00:16,1
1696,1,2022-03-19,green,0,0,2,1,0,2022-03-20 00:00:15,2022-03-20 00:00:15,1
1697,2,2022-03-19,yellow,5,4,6,4,3,2022-03-20 00:00:15,2022-03-20 00:00:15,2
1698,4,2022-03-19,yellow,7,8,7,6,4,2022-03-20 00:00:15,2022-03-20 00:00:15,2
1699,5,2022-03-19,green,1,0,0,0,0,2022-03-20 00:00:16,2022-03-20 00:00:16,1
1700,6,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:16,2022-03-20 00:00:16,1
1701,10,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:16,2022-03-20 00:00:16,1
1702,11,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:17,2022-03-20 00:00:17,1
1703,12,2022-03-19,green,2,3,0,0,0,2022-03-20 00:00:17,2022-03-20 00:00:17,1
1704,13,2022-03-19,green,1,1,0,0,0,2022-03-20 00:00:17,2022-03-20 00:00:17,1
1705,14,2022-03-19,green,5,5,0,0,0,2022-03-20 00:00:17,2022-03-20 00:00:17,1
1706,15,2022-03-19,green,1,1,0,0,0,2022-03-20 00:00:18,2022-03-20 00:00:18,1
1707,17,2022-03-19,green,1,0,0,0,0,2022-03-20 00:00:18,2022-03-20 00:00:18,1
1708,18,2022-03-19,green,4,4,0,0,0,2022-03-20 00:00:18,2022-03-20 00:00:18,1
1709,19,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:19,2022-03-20 00:00:19,1
1710,20,2022-03-19,yellow,2,1,3,2,0,2022-03-20 00:00:19,2022-03-20 00:00:19,2
1711,22,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:19,2022-03-20 00:00:19,1
1712,24,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:20,2022-03-20 00:00:20,1
1713,25,2022-03-19,green,1,1,1,0,1,2022-03-20 00:00:20,2022-03-20 00:00:20,1
1714,26,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:20,2022-03-20 00:00:20,1
1715,27,2022-03-19,green,1,2,0,0,0,2022-03-20 00:00:21,2022-03-20 00:00:21,1
1716,30,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:21,2022-03-20 00:00:21,1
1717,34,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:21,2022-03-20 00:00:21,1
1718,35,2022-03-19,green,1,1,1,1,0,2022-03-20 00:00:21,2022-03-20 00:00:21,1
1719,36,2022-03-19,red,1,2,2,1,1,2022-03-20 00:00:21,2022-03-20 00:00:21,3
1720,38,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:22,2022-03-20 00:00:22,1
1721,56,2022-03-19,green,7,1,2,1,1,2022-03-20 00:00:22,2022-03-20 00:00:22,1
1722,58,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:22,2022-03-20 00:00:22,1
1723,60,2022-03-19,green,3,3,1,1,0,2022-03-20 00:00:22,2022-03-20 00:00:22,1
1724,64,2022-03-19,green,4,1,1,1,2,2022-03-20 00:00:22,2022-03-20 00:00:22,1
1725,65,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:22,2022-03-20 00:00:22,1
1726,66,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:23,2022-03-20 00:00:23,1
1727,67,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:23,2022-03-20 00:00:23,1
1728,68,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:23,2022-03-20 00:00:23,1
1729,69,2022-03-19,yellow,3,0,2,2,1,2022-03-20 00:00:23,2022-03-20 00:00:23,2
1730,72,2022-03-19,green,1,1,0,0,0,2022-03-20 00:00:23,2022-03-20 00:00:23,1
1731,73,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:23,2022-03-20 00:00:23,1
1732,74,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:23,2022-03-20 00:00:23,1
1733,75,2022-03-19,green,13,0,0,0,0,2022-03-20 00:00:24,2022-03-20 00:00:24,1
1734,76,2022-03-19,green,0,0,0,0,0,2022-03-20 00:00:24,2022-03-20 00:00:24,1
1735,1,2022-03-20,green,0,0,2,1,0,2022-03-21 00:00:12,2022-03-21 00:00:12,1
1736,2,2022-03-20,yellow,5,4,6,4,3,2022-03-21 00:00:12,2022-03-21 00:00:12,2
1737,4,2022-03-20,yellow,7,8,7,6,4,2022-03-21 00:00:12,2022-03-21 00:00:12,2
1738,5,2022-03-20,green,1,0,0,0,0,2022-03-21 00:00:13,2022-03-21 00:00:13,1
1739,6,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:13,2022-03-21 00:00:13,1
1740,10,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:13,2022-03-21 00:00:13,1
1741,11,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:14,2022-03-21 00:00:14,1
1742,12,2022-03-20,green,2,3,0,0,0,2022-03-21 00:00:14,2022-03-21 00:00:14,1
1743,13,2022-03-20,green,1,1,0,0,0,2022-03-21 00:00:14,2022-03-21 00:00:14,1
1744,14,2022-03-20,green,5,5,0,0,0,2022-03-21 00:00:15,2022-03-21 00:00:15,1
1745,15,2022-03-20,green,1,1,0,0,0,2022-03-21 00:00:15,2022-03-21 00:00:15,1
1746,17,2022-03-20,green,1,0,0,0,0,2022-03-21 00:00:15,2022-03-21 00:00:15,1
1747,18,2022-03-20,green,4,4,0,0,0,2022-03-21 00:00:15,2022-03-21 00:00:15,1
1748,19,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:16,2022-03-21 00:00:16,1
1749,20,2022-03-20,yellow,2,1,3,2,0,2022-03-21 00:00:16,2022-03-21 00:00:16,2
1750,22,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:16,2022-03-21 00:00:16,1
1751,24,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:16,2022-03-21 00:00:16,1
1752,25,2022-03-20,green,1,1,1,0,1,2022-03-21 00:00:17,2022-03-21 00:00:17,1
1753,26,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:17,2022-03-21 00:00:17,1
1754,27,2022-03-20,green,1,2,0,0,0,2022-03-21 00:00:17,2022-03-21 00:00:17,1
1755,30,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:17,2022-03-21 00:00:17,1
1756,34,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:17,2022-03-21 00:00:17,1
1757,35,2022-03-20,green,1,1,1,1,0,2022-03-21 00:00:17,2022-03-21 00:00:17,1
1758,36,2022-03-20,red,1,2,2,1,1,2022-03-21 00:00:18,2022-03-21 00:00:18,3
1759,38,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:18,2022-03-21 00:00:18,1
1760,56,2022-03-20,green,7,1,2,1,1,2022-03-21 00:00:18,2022-03-21 00:00:18,1
1761,58,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:18,2022-03-21 00:00:18,1
1762,60,2022-03-20,green,3,3,1,1,0,2022-03-21 00:00:18,2022-03-21 00:00:18,1
1763,64,2022-03-20,green,4,1,1,1,2,2022-03-21 00:00:18,2022-03-21 00:00:18,1
1764,65,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:18,2022-03-21 00:00:18,1
1765,66,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:19,2022-03-21 00:00:19,1
1766,67,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:19,2022-03-21 00:00:19,1
1767,68,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:19,2022-03-21 00:00:19,1
1768,69,2022-03-20,yellow,3,0,2,2,1,2022-03-21 00:00:19,2022-03-21 00:00:19,2
1769,72,2022-03-20,green,1,1,0,0,0,2022-03-21 00:00:19,2022-03-21 00:00:19,1
1770,73,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:19,2022-03-21 00:00:19,1
1771,74,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:20,2022-03-21 00:00:20,1
1772,75,2022-03-20,green,13,0,0,0,0,2022-03-21 00:00:20,2022-03-21 00:00:20,1
1773,76,2022-03-20,green,0,0,0,0,0,2022-03-21 00:00:20,2022-03-21 00:00:20,1
1774,1,2022-03-21,red,0,0,2,1,0,2022-03-22 00:00:06,2022-03-22 00:00:06,3
1775,2,2022-03-21,yellow,5,4,6,4,3,2022-03-22 00:00:06,2022-03-22 00:00:06,2
1776,4,2022-03-21,yellow,7,5,7,6,4,2022-03-22 00:00:06,2022-03-22 00:00:06,2
1777,5,2022-03-21,green,1,0,0,0,0,2022-03-22 00:00:07,2022-03-22 00:00:07,1
1778,6,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:07,2022-03-22 00:00:07,1
1779,10,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:07,2022-03-22 00:00:07,1
1780,11,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:08,2022-03-22 00:00:08,1
1781,12,2022-03-21,green,2,3,0,0,0,2022-03-22 00:00:08,2022-03-22 00:00:08,1
1782,13,2022-03-21,green,1,0,0,0,0,2022-03-22 00:00:08,2022-03-22 00:00:08,1
1783,14,2022-03-21,green,5,5,0,0,0,2022-03-22 00:00:08,2022-03-22 00:00:08,1
1784,17,2022-03-21,green,1,0,0,0,0,2022-03-22 00:00:09,2022-03-22 00:00:09,1
1785,19,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:09,2022-03-22 00:00:09,1
1786,20,2022-03-21,yellow,2,1,3,2,0,2022-03-22 00:00:09,2022-03-22 00:00:09,2
1787,22,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:09,2022-03-22 00:00:09,1
1788,24,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:09,2022-03-22 00:00:09,1
1789,25,2022-03-21,green,1,1,1,0,1,2022-03-22 00:00:10,2022-03-22 00:00:10,1
1790,26,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:10,2022-03-22 00:00:10,1
1791,27,2022-03-21,green,1,1,1,1,0,2022-03-22 00:00:10,2022-03-22 00:00:10,1
1792,30,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:10,2022-03-22 00:00:10,1
1793,34,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:10,2022-03-22 00:00:10,1
1794,35,2022-03-21,green,1,1,1,1,0,2022-03-22 00:00:10,2022-03-22 00:00:10,1
1795,36,2022-03-21,red,1,2,2,1,1,2022-03-22 00:00:11,2022-03-22 00:00:11,3
1796,38,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:11,2022-03-22 00:00:11,1
1797,56,2022-03-21,green,7,1,2,1,1,2022-03-22 00:00:11,2022-03-22 00:00:11,1
1798,58,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:12,2022-03-22 00:00:12,1
1799,60,2022-03-21,green,3,3,1,1,0,2022-03-22 00:00:12,2022-03-22 00:00:12,1
1800,64,2022-03-21,green,4,1,1,1,2,2022-03-22 00:00:12,2022-03-22 00:00:12,1
1801,65,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:13,2022-03-22 00:00:13,1
1802,66,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:13,2022-03-22 00:00:13,1
1803,67,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:13,2022-03-22 00:00:13,1
1804,68,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:14,2022-03-22 00:00:14,1
1805,69,2022-03-21,yellow,3,0,2,2,2,2022-03-22 00:00:14,2022-03-22 00:00:14,2
1806,70,2022-03-21,yellow,4,0,3,1,0,2022-03-22 00:00:14,2022-03-22 00:00:14,2
1807,71,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:14,2022-03-22 00:00:14,1
1808,72,2022-03-21,green,1,1,0,0,0,2022-03-22 00:00:15,2022-03-22 00:00:15,1
1809,73,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:15,2022-03-22 00:00:15,1
1810,74,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:15,2022-03-22 00:00:15,1
1811,75,2022-03-21,green,13,0,0,0,0,2022-03-22 00:00:16,2022-03-22 00:00:16,1
1812,76,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:16,2022-03-22 00:00:16,1
1813,77,2022-03-21,green,0,0,0,0,0,2022-03-22 00:00:16,2022-03-22 00:00:16,1
1814,1,2022-03-22,red,1,0,2,1,0,2022-03-23 00:00:11,2022-03-23 00:00:11,3
1815,2,2022-03-22,yellow,5,4,6,4,3,2022-03-23 00:00:11,2022-03-23 00:00:11,2
1816,4,2022-03-22,yellow,7,5,7,6,4,2022-03-23 00:00:12,2022-03-23 00:00:12,2
1817,5,2022-03-22,green,1,0,0,0,0,2022-03-23 00:00:12,2022-03-23 00:00:12,1
1818,6,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:13,2022-03-23 00:00:13,1
1819,10,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:13,2022-03-23 00:00:13,1
1820,11,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:13,2022-03-23 00:00:13,1
1821,12,2022-03-22,green,2,3,0,0,0,2022-03-23 00:00:13,2022-03-23 00:00:13,1
1822,13,2022-03-22,green,1,0,0,0,0,2022-03-23 00:00:14,2022-03-23 00:00:14,1
1823,14,2022-03-22,green,5,5,0,0,0,2022-03-23 00:00:14,2022-03-23 00:00:14,1
1824,17,2022-03-22,green,1,0,0,0,0,2022-03-23 00:00:14,2022-03-23 00:00:14,1
1825,19,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:15,2022-03-23 00:00:15,1
1826,20,2022-03-22,yellow,2,1,3,2,0,2022-03-23 00:00:15,2022-03-23 00:00:15,2
1827,22,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:15,2022-03-23 00:00:15,1
1828,24,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:16,2022-03-23 00:00:16,1
1829,25,2022-03-22,green,1,1,1,0,1,2022-03-23 00:00:16,2022-03-23 00:00:16,1
1830,26,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:16,2022-03-23 00:00:16,1
1831,27,2022-03-22,green,1,1,1,1,0,2022-03-23 00:00:16,2022-03-23 00:00:16,1
1832,30,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:17,2022-03-23 00:00:17,1
1833,34,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:17,2022-03-23 00:00:17,1
1834,35,2022-03-22,green,1,1,1,1,0,2022-03-23 00:00:17,2022-03-23 00:00:17,1
1835,36,2022-03-22,red,1,2,2,1,1,2022-03-23 00:00:17,2022-03-23 00:00:17,3
1836,38,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:17,2022-03-23 00:00:17,1
1837,56,2022-03-22,green,7,1,2,1,1,2022-03-23 00:00:17,2022-03-23 00:00:17,1
1838,58,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:18,2022-03-23 00:00:18,1
1839,60,2022-03-22,green,3,3,1,1,0,2022-03-23 00:00:18,2022-03-23 00:00:18,1
1840,64,2022-03-22,green,4,1,1,1,2,2022-03-23 00:00:18,2022-03-23 00:00:18,1
1841,65,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:18,2022-03-23 00:00:18,1
1842,66,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:18,2022-03-23 00:00:18,1
1843,67,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:18,2022-03-23 00:00:18,1
1844,68,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:18,2022-03-23 00:00:18,1
1845,69,2022-03-22,yellow,3,0,2,2,2,2022-03-23 00:00:19,2022-03-23 00:00:19,2
1846,70,2022-03-22,yellow,4,1,3,1,0,2022-03-23 00:00:19,2022-03-23 00:00:19,2
1847,71,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:19,2022-03-23 00:00:19,1
1848,72,2022-03-22,green,1,1,0,0,0,2022-03-23 00:00:19,2022-03-23 00:00:19,1
1849,73,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:19,2022-03-23 00:00:19,1
1850,74,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:19,2022-03-23 00:00:19,1
1851,75,2022-03-22,green,13,0,0,0,0,2022-03-23 00:00:20,2022-03-23 00:00:20,1
1852,76,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:20,2022-03-23 00:00:20,1
1853,77,2022-03-22,green,0,0,0,0,0,2022-03-23 00:00:20,2022-03-23 00:00:20,1
1854,1,2022-03-23,red,1,0,2,1,0,2022-03-24 00:00:13,2022-03-24 00:00:13,3
1855,2,2022-03-23,yellow,5,5,6,4,3,2022-03-24 00:00:13,2022-03-24 00:00:13,2
1856,4,2022-03-23,yellow,8,5,8,8,3,2022-03-24 00:00:13,2022-03-24 00:00:13,2
1857,5,2022-03-23,green,1,1,0,0,0,2022-03-24 00:00:14,2022-03-24 00:00:14,1
1858,6,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:14,2022-03-24 00:00:14,1
1859,10,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:14,2022-03-24 00:00:14,1
1860,11,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:14,2022-03-24 00:00:14,1
1861,12,2022-03-23,green,2,3,0,0,0,2022-03-24 00:00:14,2022-03-24 00:00:14,1
1862,13,2022-03-23,green,1,0,0,0,0,2022-03-24 00:00:14,2022-03-24 00:00:14,1
1863,14,2022-03-23,green,5,5,0,0,0,2022-03-24 00:00:14,2022-03-24 00:00:14,1
1864,17,2022-03-23,green,1,0,0,0,0,2022-03-24 00:00:15,2022-03-24 00:00:15,1
1865,19,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:15,2022-03-24 00:00:15,1
1866,20,2022-03-23,yellow,2,1,3,2,0,2022-03-24 00:00:15,2022-03-24 00:00:15,2
1867,22,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:15,2022-03-24 00:00:15,1
1868,24,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:15,2022-03-24 00:00:15,1
1869,25,2022-03-23,green,1,1,1,0,1,2022-03-24 00:00:16,2022-03-24 00:00:16,1
1870,26,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:16,2022-03-24 00:00:16,1
1871,27,2022-03-23,green,1,1,1,1,0,2022-03-24 00:00:16,2022-03-24 00:00:16,1
1872,30,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:17,2022-03-24 00:00:17,1
1873,34,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:17,2022-03-24 00:00:17,1
1874,35,2022-03-23,green,1,1,1,1,0,2022-03-24 00:00:17,2022-03-24 00:00:17,1
1875,36,2022-03-23,red,1,2,2,1,1,2022-03-24 00:00:18,2022-03-24 00:00:18,3
1876,38,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:18,2022-03-24 00:00:18,1
1877,56,2022-03-23,green,7,1,2,1,1,2022-03-24 00:00:18,2022-03-24 00:00:18,1
1878,58,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:18,2022-03-24 00:00:18,1
1879,60,2022-03-23,green,3,3,1,1,0,2022-03-24 00:00:19,2022-03-24 00:00:19,1
1880,64,2022-03-23,green,4,1,1,1,2,2022-03-24 00:00:19,2022-03-24 00:00:19,1
1881,65,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:19,2022-03-24 00:00:19,1
1882,66,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:20,2022-03-24 00:00:20,1
1883,67,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:20,2022-03-24 00:00:20,1
1884,68,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:20,2022-03-24 00:00:20,1
1885,69,2022-03-23,yellow,3,0,2,2,2,2022-03-24 00:00:21,2022-03-24 00:00:21,2
1886,70,2022-03-23,yellow,4,2,3,1,0,2022-03-24 00:00:21,2022-03-24 00:00:21,2
1887,71,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:21,2022-03-24 00:00:21,1
1888,72,2022-03-23,green,1,1,0,0,0,2022-03-24 00:00:21,2022-03-24 00:00:21,1
1889,73,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:22,2022-03-24 00:00:22,1
1890,74,2022-03-23,green,0,0,0,0,0,2022-03-24 00:00:22,2022-03-24 00:00:22,1
1891,75,2022-03-23,green,13,0,0,0,0,2022-03-24 00:00:22,2022-03-24 00:00:22,1
